"","kode_provinsi","nama_provinsi","kode_kota","nama_kota"
"443",75,"GORONTALO",7504,"PAHUWATO"
"444",75,"GORONTALO",7505,"GORONTALO UTARA"
"445",75,"GORONTALO",7571,"KOTA GORONTALO"
"446",76,"SULAWESI BARAT",7601,"MAMUJU UTARA"
"447",76,"SULAWESI BARAT",7602,"MAMUJU"
"448",76,"SULAWESI BARAT",7603,"MAMASA"
"449",76,"SULAWESI BARAT",7604,"POLEWALI MANDAR"
"450",76,"SULAWESI BARAT",7605,"MAJENE"
"451",76,"SULAWESI BARAT",7606,"MAMUJU TENGAH"
"452",81,"MALUKU",8101,"MALUKU TENGAH"
"453",81,"MALUKU",8102,"MALUKU TENGGARA"
"454",81,"MALUKU",8103,"MALUKU TENGGARA BARAT"
"455",81,"MALUKU",8104,"BURU"
"456",81,"MALUKU",8105,"SERAM BAGIAN TIMUR"
"457",81,"MALUKU",8106,"SERAM BAGIAN BARAT"
"458",81,"MALUKU",8107,"KEPULAUAN ARU"
"459",81,"MALUKU",8108,"MALUKU BARAT DAYA"
"460",81,"MALUKU",8109,"BURU SELATAN"
"461",81,"MALUKU",8171,"KOTA AMBON"
"462",81,"MALUKU",8172,"KOTA TUAL"
"463",82,"MALUKU UTARA",8201,"HALMAHERA BARAT"
"464",82,"MALUKU UTARA",8202,"HALMAHERA TENGAH"
"465",82,"MALUKU UTARA",8203,"HALMAHERA UTARA"
"466",82,"MALUKU UTARA",8204,"HALMAHERA SELATAN"
"467",82,"MALUKU UTARA",8205,"KEPULAUAN SULA"
"468",82,"MALUKU UTARA",8206,"HALMAHERA TIMUR"
"469",82,"MALUKU UTARA",8207,"PULAU MOROTAI"
"470",82,"MALUKU UTARA",8208,"PULAU TALIABU"
"471",82,"MALUKU UTARA",8271,"KOTA TERNATE"
"472",82,"MALUKU UTARA",8272,"KOTA TIDORE KEPULAUAN"
"473",91,"PAPUA",9101,"MERAUKE"
"474",91,"PAPUA",9102,"JAYAWIJAYA"
"475",91,"PAPUA",9103,"JAYAPURA"
"476",91,"PAPUA",9104,"NABIRE"
"477",91,"PAPUA",9105,"KEPULAUAN YAPEN"
"478",91,"PAPUA",9106,"BIAK NUMFOR"
"479",91,"PAPUA",9107,"PUNCAK JAYA"
"480",91,"PAPUA",9108,"PANIAI"
"481",91,"PAPUA",9109,"MIMIKA"
"482",91,"PAPUA",9110,"SARMI"
"483",91,"PAPUA",9111,"KEEROM"
"484",91,"PAPUA",9112,"PEGUNUNGAN BINTANG"
"485",91,"PAPUA",9113,"YAHUKIMO"
"486",91,"PAPUA",9114,"TOLIKARA"
"487",91,"PAPUA",9115,"WAROPEN"
"488",91,"PAPUA",9116,"BOVEN DIGOEL"
"489",91,"PAPUA",9117,"MAPPI"
"490",91,"PAPUA",9118,"ASMAT"
"491",91,"PAPUA",9119,"SUPIORI"
"492",91,"PAPUA",9120,"MAMBERAMO RAYA"
"493",91,"PAPUA",9121,"MAMBERAMO TENGAH"
"494",91,"PAPUA",9122,"YALIMO"
"495",91,"PAPUA",9123,"LANNY JAYA"
"496",91,"PAPUA",9124,"NDUGA"
"497",91,"PAPUA",9125,"PUNCAK"
"498",91,"PAPUA",9126,"DOGIYAI"
"499",91,"PAPUA",9127,"INTAN JAYA"
"500",91,"PAPUA",9128,"DEIYAI"
"501",91,"PAPUA",9171,"KOTA JAYAPURA"
"502",92,"PAPUA BARAT",9201,"SORONG"
"503",92,"PAPUA BARAT",9202,"MANOKWARI"
"504",92,"PAPUA BARAT",9203,"FAKFAK"
"505",92,"PAPUA BARAT",9204,"SORONG SELATAN"
"506",92,"PAPUA BARAT",9205,"RAJA AMPAT"
"507",92,"PAPUA BARAT",9206,"TELUK BINTUNI"
"508",92,"PAPUA BARAT",9207,"TELUK WONDAMA"
"509",92,"PAPUA BARAT",9208,"KAIMANA"
"510",92,"PAPUA BARAT",9209,"TAMBRAUW"
"511",92,"PAPUA BARAT",9210,"MAYBRAT"
"512",92,"PAPUA BARAT",9211,"MANOKWARI SELATAN"
"513",92,"PAPUA BARAT",9212,"PEGUNUNGAN ARFAK"
"514",92,"PAPUA BARAT",9271,"KOTA SORONG"
